,wbanno,utc_date,utc_time,lst_date,lst_time,crx_vn,longitude,latitude,air_temperature,precipitation,solar_radiation,sr_flag,surface_temperature,st_type,st_flag,relative_humidity,rh_flag,soil_moisture_5,soil_temperature_5,wetness,wet_flag,wind_1_5,wind_flag
23,23583,20220101,200,20211231,1700,3,-158.61,59.28,-8.9,0.0,0,0,-10.0,C,0,83,0,-99.0,-9999.0,1001,0,2.07,0
24,23583,20220101,205,20211231,1705,3,-158.61,59.28,-8.9,0.0,0,0,-9.8,C,0,84,0,-99.0,-9999.0,1001,0,1.98,0
25,23583,20220101,210,20211231,1710,3,-158.61,59.28,-8.9,0.0,0,0,-9.6,C,0,84,0,-99.0,-9999.0,1001,0,2.01,0
26,23583,20220101,215,20211231,1715,3,-158.61,59.28,-9.0,0.0,0,0,-10.0,C,0,84,0,-99.0,-9999.0,1001,0,1.51,0
27,23583,20220101,220,20211231,1720,3,-158.61,59.28,-9.0,0.0,0,0,-10.3,C,0,84,0,-99.0,-9999.0,1001,0,1.92,0
28,23583,20220101,225,20211231,1725,3,-158.61,59.28,-9.1,0.0,0,0,-10.8,C,0,84,0,-99.0,-9999.0,1001,0,1.52,0
29,23583,20220101,230,20211231,1730,3,-158.61,59.28,-9.2,0.0,0,0,-11.4,C,0,84,0,-99.0,-9999.0,1001,0,1.76,0
30,23583,20220101,235,20211231,1735,3,-158.61,59.28,-9.2,0.0,0,0,-10.7,C,0,84,0,-99.0,-9999.0,1001,0,1.99,0
31,23583,20220101,240,20211231,1740,3,-158.61,59.28,-9.2,0.0,0,0,-9.8,C,0,84,0,-99.0,-9999.0,1000,0,1.98,0
32,23583,20220101,245,20211231,1745,3,-158.61,59.28,-9.1,0.0,0,0,-9.3,C,0,84,0,-99.0,-9999.0,1001,0,2.03,0
33,23583,20220101,250,20211231,1750,3,-158.61,59.28,-9.1,0.0,0,0,-9.2,C,0,84,0,-99.0,-9999.0,1001,0,1.97,0
34,23583,20220101,255,20211231,1755,3,-158.61,59.28,-9.1,0.0,0,0,-9.2,C,0,84,0,-99.0,-9999.0,13,0,1.88,0
35,23583,20220101,300,20211231,1800,3,-158.61,59.28,-9.1,0.0,0,0,-9.1,C,0,85,0,-99.0,-9999.0,1001,0,1.88,0
36,23583,20220101,305,20211231,1805,3,-158.61,59.28,-9.1,0.0,0,0,-9.0,C,0,85,0,-99.0,-9999.0,1001,0,1.8,0
37,23583,20220101,310,20211231,1810,3,-158.61,59.28,-9.1,0.0,0,0,-9.0,C,0,85,0,-99.0,-9999.0,1001,0,1.83,0
38,23583,20220101,315,20211231,1815,3,-158.61,59.28,-9.1,0.0,0,0,-8.9,C,0,85,0,-99.0,-9999.0,1000,0,1.64,0
39,23583,20220101,320,20211231,1820,3,-158.61,59.28,-9.1,0.0,0,0,-8.9,C,0,86,0,-99.0,-9999.0,13,0,1.77,0
40,23583,20220101,325,20211231,1825,3,-158.61,59.28,-9.0,0.0,0,0,-8.9,C,0,86,0,-99.0,-9999.0,13,0,1.88,0
41,23583,20220101,330,20211231,1830,3,-158.61,59.28,-9.0,0.0,0,0,-9.5,C,0,86,0,-99.0,-9999.0,14,0,2.2,0
42,23583,20220101,335,20211231,1835,3,-158.61,59.28,-9.1,0.0,0,0,-9.7,C,0,85,0,-99.0,-9999.0,1001,0,1.82,0
43,23583,20220101,340,20211231,1840,3,-158.61,59.28,-9.1,0.0,0,0,-9.7,C,0,84,0,-99.0,-9999.0,1001,0,2.04,0
44,23583,20220101,345,20211231,1845,3,-158.61,59.28,-9.1,0.0,0,0,-9.5,C,0,84,0,-99.0,-9999.0,1001,0,1.65,0
45,23583,20220101,350,20211231,1850,3,-158.61,59.28,-9.2,0.0,0,0,-9.8,C,0,82,0,-99.0,-9999.0,1001,0,1.56,0
46,23583,20220101,355,20211231,1855,3,-158.61,59.28,-9.5,0.0,0,0,-10.0,C,0,80,0,-99.0,-9999.0,1001,0,2.02,0
47,23583,20220101,400,20211231,1900,3,-158.61,59.28,-9.9,0.0,0,0,-10.5,C,0,79,0,-99.0,-9999.0,1000,0,2.14,0
48,23583,20220101,405,20211231,1905,3,-158.61,59.28,-10.2,0.0,0,0,-11.6,C,0,78,0,-99.0,-9999.0,1000,0,2.25,0
49,23583,20220101,410,20211231,1910,3,-158.61,59.28,-10.7,0.0,0,0,-13.5,C,0,76,0,-99.0,-9999.0,13,0,2.71,0
50,23583,20220101,415,20211231,1915,3,-158.61,59.28,-11.0,0.0,0,0,-14.2,C,0,75,0,-99.0,-9999.0,1000,0,2.46,0
51,23583,20220101,420,20211231,1920,3,-158.61,59.28,-11.3,0.0,0,0,-14.5,C,0,75,0,-99.0,-9999.0,1000,0,2.76,0
52,23583,20220101,425,20211231,1925,3,-158.61,59.28,-11.5,0.0,0,0,-14.8,C,0,74,0,-99.0,-9999.0,1000,0,2.79,0
53,23583,20220101,430,20211231,1930,3,-158.61,59.28,-11.7,0.0,0,0,-14.9,C,0,73,0,-99.0,-9999.0,1000,0,2.77,0
54,23583,20220101,435,20211231,1935,3,-158.61,59.28,-11.9,0.0,0,0,-15.4,C,0,74,0,-99.0,-9999.0,1000,0,2.51,0
55,23583,20220101,440,20211231,1940,3,-158.61,59.28,-12.1,0.0,0,0,-15.4,C,0,75,0,-99.0,-9999.0,1000,0,2.7,0
56,23583,20220101,445,20211231,1945,3,-158.61,59.28,-12.2,0.0,0,0,-15.5,C,0,75,0,-99.0,-9999.0,1000,0,2.89,0
57,23583,20220101,450,20211231,1950,3,-158.61,59.28,-12.3,0.0,0,0,-15.3,C,0,73,0,-99.0,-9999.0,1000,0,3.13,0
58,23583,20220101,455,20211231,1955,3,-158.61,59.28,-12.5,0.0,0,0,-15.6,C,0,73,0,-99.0,-9999.0,1000,0,2.98,0
59,23583,20220101,500,20211231,2000,3,-158.61,59.28,-12.6,0.0,0,0,-15.7,C,0,72,0,-99.0,-9999.0,1000,0,3.01,0
60,23583,20220101,505,20211231,2005,3,-158.61,59.28,-12.8,0.0,0,0,-16.0,C,0,72,0,-99.0,-9999.0,1000,0,3.02,0
61,23583,20220101,510,20211231,2010,3,-158.61,59.28,-13.0,0.0,0,0,-16.1,C,0,73,0,-99.0,-9999.0,1000,0,3.22,0
62,23583,20220101,515,20211231,2015,3,-158.61,59.28,-13.2,0.0,0,0,-16.1,C,0,74,0,-99.0,-9999.0,1000,0,3.2,0
63,23583,20220101,520,20211231,2020,3,-158.61,59.28,-13.5,0.0,0,0,-16.3,C,0,74,0,-99.0,-9999.0,1000,0,2.52,0
64,23583,20220101,525,20211231,2025,3,-158.61,59.28,-13.5,0.0,0,0,-16.4,C,0,74,0,-99.0,-9999.0,1001,0,2.8,0
65,23583,20220101,530,20211231,2030,3,-158.61,59.28,-13.6,0.0,0,0,-16.8,C,0,73,0,-99.0,-9999.0,1001,0,2.93,0
66,23583,20220101,535,20211231,2035,3,-158.61,59.28,-13.7,0.0,0,0,-17.0,C,0,71,0,-99.0,-9999.0,1001,0,3.05,0
67,23583,20220101,540,20211231,2040,3,-158.61,59.28,-13.9,0.0,0,0,-16.8,C,0,69,0,-99.0,-9999.0,1001,0,3.38,0
68,23583,20220101,545,20211231,2045,3,-158.61,59.28,-14.1,0.0,0,0,-17.4,C,0,70,0,-99.0,-9999.0,1001,0,1.91,0
69,23583,20220101,550,20211231,2050,3,-158.61,59.28,-14.3,0.0,0,0,-17.1,C,0,70,0,-99.0,-9999.0,1001,0,2.12,0
70,23583,20220101,555,20211231,2055,3,-158.61,59.28,-14.5,0.0,0,0,-16.5,C,0,70,0,-99.0,-9999.0,1001,0,2.76,0
71,23583,20220101,600,20211231,2100,3,-158.61,59.28,-14.6,0.0,0,0,-16.7,C,0,71,0,-99.0,-9999.0,1001,0,2.5,0
72,23583,20220101,605,20211231,2105,3,-158.61,59.28,-14.7,0.0,0,0,-17.0,C,0,71,0,-99.0,-9999.0,1001,0,1.86,0
73,23583,20220101,610,20211231,2110,3,-158.61,59.28,-14.8,0.0,0,0,-17.4,C,0,71,0,-99.0,-9999.0,1002,0,2.19,0
74,23583,20220101,615,20211231,2115,3,-158.61,59.28,-14.9,0.0,0,0,-17.8,C,0,70,0,-99.0,-9999.0,1001,0,2.18,0
75,23583,20220101,620,20211231,2120,3,-158.61,59.28,-15.1,0.0,0,0,-17.4,C,0,70,0,-99.0,-9999.0,1001,0,2.62,0
76,23583,20220101,625,20211231,2125,3,-158.61,59.28,-15.3,0.0,0,0,-17.7,C,0,71,0,-99.0,-9999.0,1002,0,1.98,0
77,23583,20220101,630,20211231,2130,3,-158.61,59.28,-15.3,0.0,0,0,-17.1,C,0,71,0,-99.0,-9999.0,1001,0,2.22,0
78,23583,20220101,635,20211231,2135,3,-158.61,59.28,-15.4,0.0,0,0,-16.8,C,0,72,0,-99.0,-9999.0,1002,0,2.34,0
79,23583,20220101,640,20211231,2140,3,-158.61,59.28,-15.4,0.0,0,0,-16.7,C,0,72,0,-99.0,-9999.0,1001,0,2.38,0
80,23583,20220101,645,20211231,2145,3,-158.61,59.28,-15.5,0.0,0,0,-16.8,C,0,72,0,-99.0,-9999.0,1002,0,1.9,0
81,23583,20220101,650,20211231,2150,3,-158.61,59.28,-15.5,0.0,0,0,-17.0,C,0,72,0,-99.0,-9999.0,1002,0,2.04,0
82,23583,20220101,655,20211231,2155,3,-158.61,59.28,-15.6,0.0,0,0,-17.3,C,0,72,0,-99.0,-9999.0,1002,0,2.03,0
83,23583,20220101,700,20211231,2200,3,-158.61,59.28,-15.6,0.0,0,0,-17.5,C,0,71,0,-99.0,-9999.0,1002,0,2.28,0
84,23583,20220101,705,20211231,2205,3,-158.61,59.28,-15.6,0.0,0,0,-17.6,C,0,71,0,-99.0,-9999.0,1002,0,2.52,0
85,23583,20220101,710,20211231,2210,3,-158.61,59.28,-15.7,0.0,0,0,-18.5,C,0,70,0,-99.0,-9999.0,1002,0,1.36,0
86,23583,20220101,715,20211231,2215,3,-158.61,59.28,-15.8,0.0,0,0,-19.0,C,0,71,0,-99.0,-9999.0,1002,0,1.79,0
87,23583,20220101,720,20211231,2220,3,-158.61,59.28,-15.9,0.0,0,0,-20.1,C,0,71,0,-99.0,-9999.0,1003,0,1.38,0
88,23583,20220101,725,20211231,2225,3,-158.61,59.28,-16.0,0.0,0,0,-20.9,C,0,71,0,-99.0,-9999.0,1002,0,1.14,0
89,23583,20220101,730,20211231,2230,3,-158.61,59.28,-16.1,0.0,0,0,-21.1,C,0,71,0,-99.0,-9999.0,1003,0,1.14,0
90,23583,20220101,735,20211231,2235,3,-158.61,59.28,-16.3,0.0,0,0,-21.0,C,0,71,0,-99.0,-9999.0,1003,0,1.26,0
91,23583,20220101,740,20211231,2240,3,-158.61,59.28,-16.3,0.0,0,0,-21.3,C,0,71,0,-99.0,-9999.0,1003,0,1.04,0
92,23583,20220101,745,20211231,2245,3,-158.61,59.28,-16.5,0.0,0,0,-21.6,C,0,70,0,-99.0,-9999.0,1003,0,1.22,0
93,23583,20220101,750,20211231,2250,3,-158.61,59.28,-16.6,0.0,0,0,-22.9,C,0,71,0,-99.0,-9999.0,1003,0,1.15,0
94,23583,20220101,755,20211231,2255,3,-158.61,59.28,-16.7,0.0,0,0,-23.0,C,0,70,0,-99.0,-9999.0,1002,0,0.83,0
95,23583,20220101,800,20211231,2300,3,-158.61,59.28,-16.8,0.0,0,0,-24.2,C,0,71,0,-99.0,-9999.0,1004,0,0.9,0
96,23583,20220101,805,20211231,2305,3,-158.61,59.28,-17.2,0.0,0,0,-25.2,C,0,71,0,-99.0,-9999.0,1004,0,0.81,0
97,23583,20220101,810,20211231,2310,3,-158.61,59.28,-17.0,0.0,0,0,-24.7,C,0,72,0,-99.0,-9999.0,1004,0,1.27,0
98,23583,20220101,815,20211231,2315,3,-158.61,59.28,-17.3,0.0,0,0,-25.4,C,0,73,0,-99.0,-9999.0,1003,0,0.54,0
99,23583,20220101,820,20211231,2320,3,-158.61,59.28,-17.2,0.0,0,0,-25.3,C,0,74,0,-99.0,-9999.0,1003,0,0.61,0
100,23583,20220101,825,20211231,2325,3,-158.61,59.28,-17.1,0.0,0,0,-24.8,C,0,74,0,-99.0,-9999.0,1003,0,0.97,0
101,23583,20220101,830,20211231,2330,3,-158.61,59.28,-16.9,0.0,0,0,-23.5,C,0,72,0,-99.0,-9999.0,1003,0,1.27,0
102,23583,20220101,835,20211231,2335,3,-158.61,59.28,-16.8,0.0,0,0,-23.4,C,0,72,0,-99.0,-9999.0,1003,0,1.13,0
103,23583,20220101,840,20211231,2340,3,-158.61,59.28,-16.8,0.0,0,0,-23.4,C,0,71,0,-99.0,-9999.0,1004,0,1.3,0
104,23583,20220101,845,20211231,2345,3,-158.61,59.28,-17.0,0.0,0,0,-23.6,C,0,72,0,-99.0,-9999.0,1003,0,1.54,0
105,23583,20220101,850,20211231,2350,3,-158.61,59.28,-16.2,0.0,0,0,-22.9,C,0,69,0,-99.0,-9999.0,1003,0,1.33,0
106,23583,20220101,855,20211231,2355,3,-158.61,59.28,-16.4,0.0,0,0,-23.4,C,0,69,0,-99.0,-9999.0,1004,0,1.1,0
107,23583,20220101,900,20220101,0,3,-158.61,59.28,-16.4,0.0,0,0,-23.8,C,0,70,0,-99.0,-9999.0,1003,0,1.02,0
108,23583,20220101,905,20220101,5,3,-158.61,59.28,-16.8,0.0,0,0,-25.0,C,0,72,0,-99.0,-9999.0,1003,0,0.77,0
109,23583,20220101,910,20220101,10,3,-158.61,59.28,-16.1,0.0,0,0,-23.2,C,0,69,0,-99.0,-9999.0,1003,0,1.53,0
110,23583,20220101,915,20220101,15,3,-158.61,59.28,-15.8,0.0,0,0,-21.7,C,0,65,0,-99.0,-9999.0,1003,0,1.68,0
111,23583,20220101,920,20220101,20,3,-158.61,59.28,-16.0,0.0,0,0,-23.2,C,0,69,0,-99.0,-9999.0,1005,0,1.18,0
112,23583,20220101,925,20220101,25,3,-158.61,59.28,-15.5,0.0,0,0,-23.5,C,0,66,0,-99.0,-9999.0,1004,0,1.1,0
113,23583,20220101,930,20220101,30,3,-158.61,59.28,-15.9,0.0,0,0,-24.5,C,0,68,0,-99.0,-9999.0,1004,0,0.74,0
114,23583,20220101,935,20220101,35,3,-158.61,59.28,-16.4,0.0,0,0,-26.4,C,0,72,0,-99.0,-9999.0,1005,0,0.43,0
115,23583,20220101,940,20220101,40,3,-158.61,59.28,-16.7,0.0,0,0,-26.7,C,0,74,0,-99.0,-9999.0,1005,0,0.57,0
116,23583,20220101,945,20220101,45,3,-158.61,59.28,-16.6,0.0,0,0,-26.8,C,0,74,0,-99.0,-9999.0,1005,0,0.64,0
117,23583,20220101,950,20220101,50,3,-158.61,59.28,-17.1,0.0,0,0,-26.7,C,0,75,0,-99.0,-9999.0,1005,0,0.77,0
118,23583,20220101,955,20220101,55,3,-158.61,59.28,-16.9,0.0,0,0,-26.3,C,0,75,0,-99.0,-9999.0,1005,0,0.79,0
119,23583,20220101,1000,20220101,100,3,-158.61,59.28,-17.8,0.0,0,0,-27.0,C,0,77,0,-99.0,-9999.0,1005,0,0.68,0
120,23583,20220101,1005,20220101,105,3,-158.61,59.28,-17.0,0.0,0,0,-26.8,C,0,76,0,-99.0,-9999.0,1005,0,0.55,0
121,23583,20220101,1010,20220101,110,3,-158.61,59.28,-16.8,0.0,0,0,-27.5,C,0,74,0,-99.0,-9999.0,1005,0,0.35,0
122,23583,20220101,1015,20220101,115,3,-158.61,59.28,-17.0,0.0,0,0,-27.3,C,0,75,0,-99.0,-9999.0,1004,0,0.51,0
123,23583,20220101,1020,20220101,120,3,-158.61,59.28,-17.6,0.0,0,0,-26.2,C,0,74,0,-99.0,-9999.0,1004,0,1.03,0
124,23583,20220101,1025,20220101,125,3,-158.61,59.28,-17.5,0.0,0,0,-26.3,C,0,74,0,-99.0,-9999.0,1005,0,0.87,0
125,23583,20220101,1030,20220101,130,3,-158.61,59.28,-16.8,0.0,0,0,-25.8,C,0,71,0,-99.0,-9999.0,1004,0,0.56,0
126,23583,20220101,1035,20220101,135,3,-158.61,59.28,-16.9,0.0,0,0,-26.4,C,0,72,0,-99.0,-9999.0,1005,0,0.71,0
127,23583,20220101,1040,20220101,140,3,-158.61,59.28,-16.9,0.0,0,0,-26.1,C,0,71,0,-99.0,-9999.0,1004,0,0.58,0
128,23583,20220101,1045,20220101,145,3,-158.61,59.28,-16.7,0.0,0,0,-25.6,C,0,71,0,-99.0,-9999.0,1005,0,0.49,0
129,23583,20220101,1050,20220101,150,3,-158.61,59.28,-16.6,0.0,0,0,-25.2,C,0,71,0,-99.0,-9999.0,1004,0,0.88,0
130,23583,20220101,1055,20220101,155,3,-158.61,59.28,-16.4,0.0,0,0,-25.0,C,0,69,0,-99.0,-9999.0,1005,0,0.73,0
131,23583,20220101,1100,20220101,200,3,-158.61,59.28,-16.4,0.0,0,0,-24.7,C,0,69,0,-99.0,-9999.0,1005,0,0.91,0
132,23583,20220101,1105,20220101,205,3,-158.61,59.28,-16.5,0.0,0,0,-24.7,C,0,69,0,-99.0,-9999.0,1004,0,1.0,0
133,23583,20220101,1110,20220101,210,3,-158.61,59.28,-16.5,0.0,0,0,-24.3,C,0,68,0,-99.0,-9999.0,1004,0,0.99,0
134,23583,20220101,1115,20220101,215,3,-158.61,59.28,-16.6,0.0,0,0,-24.2,C,0,68,0,-99.0,-9999.0,1003,0,1.19,0
135,23583,20220101,1120,20220101,220,3,-158.61,59.28,-16.7,0.0,0,0,-24.5,C,0,69,0,-99.0,-9999.0,1003,0,0.87,0
136,23583,20220101,1125,20220101,225,3,-158.61,59.28,-17.0,0.0,0,0,-24.9,C,0,70,0,-99.0,-9999.0,1005,0,0.8,0
137,23583,20220101,1130,20220101,230,3,-158.61,59.28,-16.9,0.0,0,0,-24.9,C,0,69,0,-99.0,-9999.0,1004,0,0.89,0
138,23583,20220101,1135,20220101,235,3,-158.61,59.28,-16.9,0.0,0,0,-23.8,C,0,69,0,-99.0,-9999.0,1004,0,1.34,0
139,23583,20220101,1140,20220101,240,3,-158.61,59.28,-16.9,0.0,0,0,-23.3,C,0,69,0,-99.0,-9999.0,1004,0,1.54,0
140,23583,20220101,1145,20220101,245,3,-158.61,59.28,-17.1,0.0,0,0,-23.7,C,0,69,0,-99.0,-9999.0,1004,0,1.09,0
141,23583,20220101,1150,20220101,250,3,-158.61,59.28,-17.3,0.0,0,0,-24.0,C,0,70,0,-99.0,-9999.0,1004,0,1.06,0
142,23583,20220101,1155,20220101,255,3,-158.61,59.28,-17.4,0.0,0,0,-24.1,C,0,70,0,-99.0,-9999.0,1004,0,1.07,0
143,23583,20220101,1200,20220101,300,3,-158.61,59.28,-17.3,0.0,0,0,-24.1,C,0,70,0,-99.0,-9999.0,1004,0,0.92,0
144,23583,20220101,1205,20220101,305,3,-158.61,59.28,-16.6,0.0,0,0,-23.0,C,0,67,0,-99.0,-9999.0,1004,0,1.37,0
145,23583,20220101,1210,20220101,310,3,-158.61,59.28,-16.5,0.0,0,0,-23.2,C,0,66,0,-99.0,-9999.0,1004,0,1.3,0
146,23583,20220101,1215,20220101,315,3,-158.61,59.28,-16.8,0.0,0,0,-23.9,C,0,67,0,-99.0,-9999.0,1004,0,0.98,0
147,23583,20220101,1220,20220101,320,3,-158.61,59.28,-16.8,0.0,0,0,-24.8,C,0,67,0,-99.0,-9999.0,1005,0,0.72,0
148,23583,20220101,1225,20220101,325,3,-158.61,59.28,-17.2,0.0,0,0,-24.9,C,0,68,0,-99.0,-9999.0,1005,0,0.81,0
149,23583,20220101,1230,20220101,330,3,-158.61,59.28,-17.3,0.0,0,0,-24.6,C,0,69,0,-99.0,-9999.0,1004,0,1.85,0
150,23583,20220101,1235,20220101,335,3,-158.61,59.28,-17.3,0.0,0,0,-24.2,C,0,69,0,-99.0,-9999.0,1004,0,1.33,0
151,23583,20220101,1240,20220101,340,3,-158.61,59.28,-17.7,0.0,0,0,-26.2,C,0,70,0,-99.0,-9999.0,1005,0,0.49,0
152,23583,20220101,1245,20220101,345,3,-158.61,59.28,-17.7,0.0,0,0,-26.8,C,0,70,0,-99.0,-9999.0,1005,0,0.78,0
153,23583,20220101,1250,20220101,350,3,-158.61,59.28,-17.3,0.0,0,0,-26.8,C,0,69,0,-99.0,-9999.0,1005,0,0.48,0
154,23583,20220101,1255,20220101,355,3,-158.61,59.28,-17.0,0.0,0,0,-25.6,C,0,67,0,-99.0,-9999.0,1005,0,0.88,0
155,23583,20220101,1300,20220101,400,3,-158.61,59.28,-16.9,0.0,0,0,-25.6,C,0,66,0,-99.0,-9999.0,1005,0,0.81,0
156,23583,20220101,1305,20220101,405,3,-158.61,59.28,-17.2,0.0,0,0,-26.2,C,0,67,0,-99.0,-9999.0,1005,0,0.66,0
157,23583,20220101,1310,20220101,410,3,-158.61,59.28,-17.5,0.0,0,0,-26.7,C,0,68,0,-99.0,-9999.0,1004,0,0.75,0
158,23583,20220101,1315,20220101,415,3,-158.61,59.28,-17.4,0.0,0,0,-27.5,C,0,68,0,-99.0,-9999.0,1005,0,0.7,0
159,23583,20220101,1320,20220101,420,3,-158.61,59.28,-17.5,0.0,0,0,-27.5,C,0,68,0,-99.0,-9999.0,1005,0,0.44,0
160,23583,20220101,1325,20220101,425,3,-158.61,59.28,-17.5,0.0,0,0,-27.3,C,0,67,0,-99.0,-9999.0,1005,0,0.47,0
161,23583,20220101,1330,20220101,430,3,-158.61,59.28,-17.8,0.0,0,0,-27.3,C,0,66,0,-99.0,-9999.0,1006,0,0.82,0
162,23583,20220101,1335,20220101,435,3,-158.61,59.28,-17.8,0.0,0,0,-25.9,C,0,64,0,-99.0,-9999.0,1005,0,0.9,0
163,23583,20220101,1340,20220101,440,3,-158.61,59.28,-16.9,0.0,0,0,-25.9,C,0,60,0,-99.0,-9999.0,1004,0,0.78,0
164,23583,20220101,1345,20220101,445,3,-158.61,59.28,-16.1,0.0,0,0,-24.2,C,0,57,0,-99.0,-9999.0,1005,0,1.13,0
165,23583,20220101,1350,20220101,450,3,-158.61,59.28,-16.0,0.0,0,0,-23.2,C,0,57,0,-99.0,-9999.0,1004,0,1.45,0
166,23583,20220101,1355,20220101,455,3,-158.61,59.28,-15.8,0.0,0,0,-22.8,C,0,56,0,-99.0,-9999.0,1004,0,1.52,0
167,23583,20220101,1400,20220101,500,3,-158.61,59.28,-15.7,0.0,0,0,-22.1,C,0,55,0,-99.0,-9999.0,1004,0,1.9,0
168,23583,20220101,1405,20220101,505,3,-158.61,59.28,-15.8,0.0,0,0,-22.3,C,0,56,0,-99.0,-9999.0,1004,0,1.79,0
169,23583,20220101,1410,20220101,510,3,-158.61,59.28,-15.7,0.0,0,0,-22.4,C,0,55,0,-99.0,-9999.0,1004,0,1.32,0
170,23583,20220101,1415,20220101,515,3,-158.61,59.28,-15.7,0.0,0,0,-22.6,C,0,56,0,-99.0,-9999.0,1003,0,1.5,0
171,23583,20220101,1420,20220101,520,3,-158.61,59.28,-15.8,0.0,0,0,-23.0,C,0,56,0,-99.0,-9999.0,1004,0,1.23,0
172,23583,20220101,1425,20220101,525,3,-158.61,59.28,-16.0,0.0,0,0,-24.1,C,0,57,0,-99.0,-9999.0,1005,0,0.89,0
173,23583,20220101,1430,20220101,530,3,-158.61,59.28,-16.2,0.0,0,0,-24.7,C,0,58,0,-99.0,-9999.0,1005,0,0.71,0
174,23583,20220101,1435,20220101,535,3,-158.61,59.28,-16.2,0.0,0,0,-25.2,C,0,58,0,-99.0,-9999.0,1005,0,0.54,0
175,23583,20220101,1440,20220101,540,3,-158.61,59.28,-16.3,0.0,0,0,-25.5,C,0,58,0,-99.0,-9999.0,1005,0,0.67,0
176,23583,20220101,1445,20220101,545,3,-158.61,59.28,-16.5,0.0,0,0,-25.3,C,0,60,0,-99.0,-9999.0,1004,0,0.74,0
177,23583,20220101,1450,20220101,550,3,-158.61,59.28,-16.9,0.0,0,0,-26.0,C,0,62,0,-99.0,-9999.0,1004,0,0.71,0
